record number,reference number,literature type,reference,one sentence summary,score,country,region1,region2,site,habitat,habitat1,habitat2,habitat3,habitat4,lon (decimal degrees),lat (decimal degrees),start year,end year,number of sites / study plots,site description,site detail,number of subsites,subsite detail,type of study,species,assemblage,agri-environment,basic agri-environment,targeted agri-environment (wader-specific or higher level),site protection - nature reserve,site protection - designation,mowing,grazing,fertilizer,herbicides / pesticides,nest protection - agricultural activities,nest protection - predation (enclosures or exclosures),ground water management (drainage inhibited),wet features / surface water management,openness of landscape,predator control,other mgmt,other management type (provide description),management notes,overall metric,standardized metric,standardisation calculation,specific metric,specific metric details,reference metric before management,metric after management,log(effect size),effect size (where reported),stand. reference metric before management,stand. metric after management,stand. effect size,unit of analysis,unit of analysis detail,sample size,analysis type 1,analysis type 2,analysis type details,significant effect (Y/N /U),direction of effect (positive / negative / none),values obtained from plot?,values in plots not extracted,related records,comments
35,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,,applied site scale,,,,,,,,,,,,,,,,occupancy,occurrence/occupancy probability,,presence/absence,presence/absence in fields in 2009-2010,0.003,0.005,0.003968259,0.67,0.003,0.005,0.67,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,positive,,,,
36,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,,,,applied site scale,,,,,,,,,,,,,,,occupancy,occurrence/occupancy probability,,presence/absence,presence/absence in fields in 2009-2010,0.005,0.001,-0.007952328,-0.80,0.005,0.001,-0.80,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,negative,,,,
37,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,,,,,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
38,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,applied site scale,,applied site scale,,,,,,,,,,,,,,,occupancy,occurrence/occupancy probability,,presence/absence,presence/absence in fields in 2009-2010,0.003,0.001,-0.003984069,-0.67,0.003,0.001,-0.67,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,negative,,,,
39,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,,applied site scale,applied site scale,,,,,,,,,,,,,,,occupancy,occurrence/occupancy probability,,presence/absence,presence/absence in fields in 2009-2010,0.003,0.003,0,0.00,0.003,0.003,0.00,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,none,,,,
40,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,applied site scale,,,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
41,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,,applied site scale,,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
42,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,applied site scale,,applied site scale,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
43,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,applied site scale,,applied site scale,applied site scale,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
44,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,curlew,Y,,,,applied site scale,applied site scale,,,,,,,,,,,,,,occupancy,,,presence/absence,presence/absence in fields in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
45,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,applied site scale,,,,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
46,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,,applied site scale,,,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
47,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,,,,applied site scale,,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
48,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,,,,,applied site scale,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
49,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,applied site scale,,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,calculated by *100,breeding density,pairs/ha in fields occupied in 2009-2010,0.25,0.3,0.064538521,0.20,25,30,0.20,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,positive,,,,
50,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,,applied site scale,applied site scale,,,,,,,,,,,,,,,abundance,number of pairs/100ha,calculated by *100,breeding density,pairs/ha in fields occupied in 2009-2010,0.25,0.31,0.076961041,0.24,25,31,0.24,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,Y,positive,,,,
51,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,applied site scale,,,applied site scale,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
52,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,,applied site scale,,applied site scale,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
53,1,primary,"Smart, J., Wotton, S.R., Dillon, I.A., Cooke, A.I., Diack, I., Drewitt, A.L., Grice, P.V. & Gregory, R.D. (2014) Synergies between site protection and agri-environment schemes for the conservation of waders on lowland wet grasslands. Ibis, 156, 576–590.",evaluated effect of both AES and site protection on abundance and occupancy; AES (specifically wader-targeted AES) had most positive effect when combined with site protection,good,United Kingdom,England,,,pastoral,natural/semi-natural grassland,lowland wet grassland,,,,,2002,2010,277,,,10498,fields,correlative,lapwing,Y,applied site scale,applied site scale,,applied site scale,applied site scale,,,,,,,,,,,,,,abundance,,,breeding density,pairs/ha in fields occupied in 2009-2010,,,,,,,,field/plot/site,,large (100-1000),frequentist,multivariate,stepwise regression GLMM,N,,,,,
