reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
1	66	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	snipe	Y	none	none	none	applied	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.22	0.14	number of pairs/100ha	calculated by *100	22	14	-0.36			0.13-0.39	0.1-0.2	0.95CI	Y	negative	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	none	9	abundance	0	1	-1
1	67	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	applied	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.15	0.18	number of pairs/100ha	calculated by *100	15	18	0.20			0.12-0.19	0.14-0.23	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	abundance	1	0	1
1	68	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.15	0.2	number of pairs/100ha	calculated by *100	15	20	0.33			0.12-0.19	0.17-0.23	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	higher	9	abundance	1	0	1
1	69	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	none	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.16	0.17			NA	NA				0.13-0.2	0.14-0.22	0.95CI	N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	none	9	abundance	0	0	0
1	70	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	none	none	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.15	0.18			NA	NA				0.12-0.2	0.15-0.22	0.95CI	N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	none	9	abundance	0	0	0
1	71	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	applied	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.17	0.21	number of pairs/100ha	calculated by *100	17	21	0.24			0.14-0.22	0.16-0.27	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	1	0	1
1	72	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	applied	applied	none	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.17	0.22	number of pairs/100ha	calculated by *100	17	22	0.29			0.14-0.22	0.18-0.27	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	higher	9	abundance	1	0	1
1	73	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.11	0.18			NA	NA				0.07-0.15	0.14-0.25	0.95CI	N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	0	0	0
1	74	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	applied	none	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.11	0.2			NA	NA				0.07-0.15	0.16-0.24	0.95CI	N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	higher	9	abundance	0	0	0
1	75	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	applied	none	applied	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	0	0	0
1	76	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	applied	applied	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	higher	9	abundance	0	0	0
1	77	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	none	none	none	applied	applied	none	none	none	none	none	none	none	none	none	none		abundance	breeding density	0.15	0.19			NA	NA				0.11-0.2	0.15-0.24	0.95CI	N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	none	9	abundance	0	0	0
1	78	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	occupancy	0	0	0
1	79	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	snipe	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	occupancy	0	0	0
1	80	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	curlew	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	occupancy	0	0	0
1	81	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	occupancy	0	0	0
1	82	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	lapwing	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	occupancy	0	0	0
1	83	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	snipe	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	1	1.93			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	occupancy	1	0	1
1	84	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	curlew	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	0.56	0.71			NA	NA							Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	occupancy	1	0	1
1	85	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		occupancy change	change in field occupancy 2002 to 2009-2010; ordered ABANDONED, MAINTAINED, COLONIZED	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	occupancy	0	0	0
1	86	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	lapwing	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	0.172	-0.341			NA	NA				-0.277-0.620	-1.1-0.418	0.95CI	N	negative	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	abundance	0	0	0
1	87	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	snipe	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	-1.045	-0.762			NA	NA				-2.299-0.209	-2.183-0.660	0.95CI	N	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	abundance	0	0	0
1	88	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	curlew	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	0.226	0.531			NA	NA				-0.439-0.890	-0.806-1.867	0.95CI	N	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	abundance	0	0	0
1	89	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	none	none	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	0.323	-0.468			NA	NA				-0.246-0.892	-1.552-0.616	0.95CI	N	negative	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	none	basic	9	abundance	0	0	0
1	90	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	lapwing	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	0.264	0.684			NA	NA				-0.193-0.722	0.173-1.195	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	1	0	1
1	91	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	snipe	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	-0.179	0.667			NA	NA				-0.832-0.475	0.025-1.31	0.95CI	Y	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	1	0	1
1	92	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	curlew	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	-0.4	-0.542			NA	NA				-0.689-0.610	-1.447-0.363	0.95CI	N	negative	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	0	0	0
1	93	primary	good	United Kingdom	England	pastoral	natural/semi-natural grassland	lowland wet grassland	2002	2010	correlative	redshank	Y	applied	none	none	applied	none	none	none	none	none	none	none	none	none	none	none		abundance change	population change	0.047	0.102			NA	NA				-0.491-0.586	-0.483-0.688	0.95CI	N	positive	field/plot/site	large	frequentist	multivariate	stepwise regression GLMM		none	none	none	applied	basic	9	abundance	0	0	0
3	1	primary	poor	Sweden	VŠstmanland	mixed arable/pastoral	farmland	arable	1984	1994	correlative	lapwing	N	none	none	none	none	none	applied	applied	none	none	none	none	none	none	none	none		productivity (nest level)	percentage of pairs with young	NA	NA			NA	NA							U	negative	individual	large	frequentist	univariate	univariate regression		none	none	none	none	none	11	productivity	0	0	0
3	2	primary	poor	Sweden	VŠstmanland	mixed arable/pastoral	farmland	arable	1984	1994	correlative	lapwing	N	none	none	none	none	none	applied	applied	none	none	none	none	none	none	none	none		survival	return rate	NA	NA			NA	NA							Y	negative	individual	large	frequentist	multivariate	multivariate regression		none	none	none	none	none	11	survival	0	1	-1
3	3	primary	poor	Sweden	VŠstmanland	mixed arable/pastoral	farmland	arable	1984	1994	correlative	lapwing	N	none	none	none	none	none	none	none	none	none	none	none	none	applied	none	none		abundance	number of breeding pairs in study area	NA	NA			NA	NA							Y	positive	individual	medium	frequentist	multivariate	multivariate regression		none	applied	none	none	none	11	abundance	1	0	1
4	1	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	multivariate GLMM		none	none	none	none	none	23	abundance	0	0	0
4	2	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	curlew	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	multivariate GLMM		none	none	none	none	none	23	abundance	0	0	0
4	3	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	snipe	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	multivariate GLMM		none	none	none	none	none	23	abundance	0	0	0
4	4	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	lapwing	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	positive	landscape/region	medium	frequentist	univariate	linear regression		none	none	none	none	none	23	abundance	0	0	0
4	5	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	curlew	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	no data	landscape/region	medium	frequentist	univariate	linear regression		none	none	none	none	none	23	abundance	0	0	0
4	6	primary	medium	United Kingdom		unenclosed	upland	moorland, bog	1980	2002	correlative	snipe	Y	none	none	none	none	none	none	none	none	none	none	none	none	none	applied	none		abundance change	population change	NA	NA			NA	NA							N	no data	landscape/region	medium	frequentist	univariate	linear regression		none	none	none	none	none	23	abundance	0	0	0
